ACAIN8Q5,    6.8948e-02
ACAIIN8Q4,    6.5186e-02
GDAN8M8P1,    4.4355e-02
GDAN8M8P2,    5.0465e-02
GDAN8M8P3,    5.4880e-02
GDAN8M8P4,    5.9027e-02
GDAN8M8P5,    6.6014e-02
GDAN8M8P6,    6.2896e-02
GeArN8R1P1,    4.4417e-02
GeArN8R1P2,    5.3931e-02
GeArN8R1P3,    5.8918e-02
GeArN8R1P4,    6.8948e-02
GeArN8R1P5,    5.8835e-02
GeArN8R1P6,    5.7259e-02
GeArN8R2P2,    6.5186e-02
GeArN8R2P4,    6.1531e-02
GeArN8R4P1,    3.3051e-02
LOALPL5,    0.1669
LOALPL6,    0.1580
LOALPL7,    0.1645
ACAIN16Q8,    8.9640e-02
ACAIN16Q4,    0.1513
ETAIIN16Q4,    0.1421
ETAIIN16Q8,    0.1616
ACAIIN16Q4,    0.1391
ACAIIN16Q8,    0.1545
GDAN16M4P4,    0.1550
GDAN16M4P8,    0.1819
GeArN16R2P4,    0.1505
GeArN16R4P4,    0.1545
GeArN16R4P8,    0.1748
LOALPL4,    0.1690
LOALPL5,    0.1669
LOALPL6,    0.1580
LOALPL7,    0.1645
LOALPL8,    0.1467
LOALPL9,    0.1401
LOALPL10,    0.1311
LOALPL11,    0.1238
LOALPL12,    0.1154
LOALPL13,    0.1043
GeArN16R6P4,    0.1747
